Label,Tweet
2,اللهم ان كان رزقي بعيدا فقربه لي ان كان قريبا فيسره لي وان كان كثيرا فبارك لي فيه
2,اللهم ان كان لي عوض على صبري
2,اللهم انا نسالك رزقا حلال طيبا مباركا يعيننا علي طاعتك
1,اللهم انا نشكو اليك ضعف قوتنا قله حيلتنا حسبنا الله نعم الوكيل
2,اللهم انا نعوذ بك من الرياء النفاق
2,اللهم انا نعوذ بك من غضبك نساللك رضاك
2,اللهم انر قلوب المسلمين ايقظهم من غفلتهم
2,اللهم انزع من قلبى حب كل شىء لا تحبه
2,اللهم انزع من قلوبنا مالا يرضيك
2,اللهم انس قلوبنا بذكرك
2,اللهم انصر الاسلام واعز المسلمين
2,اللهم انك عفو تحب العفو فاعف عنا
2,اللهم انى اقسمت عليك بك ان تهدى شباب المسلمين وتنور قلوبهم كما انعمت على طارق بنعمه الاسلام
2,اللهم اني اسالك اخلاص النيه كرم الطويه
2,اللهم اني اسالك خشيه في السر والعلن
2,اللهم اني اسالك صبرا
2,اللهم اني اسالك فعل الخيرات و ترك المنكرات و حب المساكين و ان تغفر لي و ترحمني و تتوب علي
2,اللهم اني استغفرك من كل الذنوب والمعاصي واتوب اليك
2,اللهم اني اعود بك من الذنوب التي تزيل نعمتك وتحول عافيتك وتحبس رزقك وتعجل بغضبك
2,اللهم اهدنا الى صراطتك المستقيم
2,اللهم اهدنا ثم ثبتنا
2,اللهم اهدنا صراطك المستقيم
2,اللهم اهدنا فيمن هديت وعافنا فيمن عافيت
2,اللهم اهدنا لكل عمل يقربنا اللى حبك
2,اللهم اهدنى الى ما تحب ترضى
2,اللهم باركي فيه واهدي كل مسلم لطريق النور
2,اللهم تب علينا انك التواب الرحيم
2,اللهم ثبت قلوبنا على الايمان
2,اللهم ثبتنا بالقول الثابت في الحياه الدنيا وفي الاخره
2,اللهم ثبتنا على قيام الليل في رمضان
2,اللهم ثبتنا وثبته على دينك الحنيف وسنه نبيك
2,اللهم ثبته على دين الاسلام اللهم يا مقلب القلوب ثبت قلبي على دينك
2,اللهم حسننا حسن اعمالنا ظاهرا باطنا لا تجعلنا نعمل الا ما يرضيك عنا برحمتك يا ارحم الراحمين
2,اللهم رزقنا مكارم الاخلاق
2,اللهم زيد المسلمين وبارك فيهم
2,اللهم زينا بالخلق الحسن ارزقنا الامانه نظافه القلب اللسان امين
2,اللهم عفوك رضاك الجنه
2,اللهم قني شر نفسي
2,اللهم قني عذاب النار ادخلني جناتك
2,اللهم قوِّ ايماننا لنكون اصحاب عزيمه قرار
2,اللهم قونا على نفوسنا الضعيفه
2,اللهم كما حسنت خَلقنا حَسن اَخلاقِنا
2,اللهم كن مع اخواننا في سوريا
2,اللهم لا اعتراض على حكمك ارزقنا انت خير الرازقين
2,اللهم لا تجعل لحب الدنيا سلطانا على قلبي بل اجعل حبك في قلبي سلطانا
2,اللهم لا تجعلنا من المنافقين
2,اللهم لا تحرم احد من هذه النعمه
2,اللهم لا تدع لى ذنبا الا غفرته اللهم اصلح لى دينى
2,اللهم لا تكلنا الى انفسنا طرفه عين
1,اللهم لا شماته ليش ياربي يحرجوا انفسهم
2,اللهم لم شمل جميع المسلمين
2,اللهم ما اصبح بي من نعمه او باحد من خلقك فمنك وحدك لا شريك فلك الحمد لك الشكر
2,اللهم ما اعنا على التغير
2,اللهم معنا علي طاعتك ورضاك وقوي عذامئنا
2,اللهم نسالك السلامه من مثل هذه الخيبه
2,اللهم نقي نفوسنا اجعلنا لك من المخلصين سرا جهرا
1,"اللهم هون برد الشتاء على عبادك المستضعفين في كل مكان ،اللهم انـزل دفئك ورحمتـك على كل فقيـر لا ماوى له"
2,اللهم وفقنا لما تحب ترضى يا رب
2,اللهم يا مجيب من دعاك اعنا على تقواك بتقواك وارزقنا حسن طاعتك وتمام رضاك  واغفرلنا ولوالدينا ولكل من له حق علينا
2,اللهم يا محول الاحوال حول حالى ان احسن حال
1,اللي غنى عدوله محاوله استخفاف دم من البرنامج
1,اللي لازم يصير اضراب جميع موظفي الدوائر الحكوميه الخاصه لمده اسبوع شوف بعدها
1,اللي لفت انتباهي الدبه اللي جنبها
2,الماء اساس الحياه
1,المال الاسود جريمه بحق الوطن والمستقبل
1,المراه تهان وتعامل كاداه جنسيه تحت مسميات عديده كالمسيار والمسفار والمصياف الخ وكلو بتمنو
1,المراه كلها عوره حتى صوتها عوره
1,المسلسلات خربت بيوت العالم
2,المسلم الفطن النقي يتصرف بما يرضي الله في السر العلن نسال الله عز وجل ان نتبع كل ما يرضيه عنا
1,المشاركين بينو للناس انه اللى قايمين على البرنامج حمير
1,المشكله في ناس تقنع حالها انه جورج وسوف له علاقه بالاغاني
1,المشكله ناس بتسمع حالها بالحمام هيه وبتغني
1,المعنى الحقيقي لعاهاتك يا وطن
1,المغرب بريء منك على الاقل اذا كنت لهجتنا صعبه فتكلم باللغه العربيه
2,الملح احسن علاج لالتهاب الحلق ومفعوله اسرع من الادويه
1,المنتخب الايطالي عقيم هجوميا بعد ماكان منتخب يخشى هجومه كل المنتخبات
2,المهم الدعاء في السجود حتى تغسل عينيك الدموع
2,المهم هو الصادق معي الناصح لي
2,المواساه والمحبه بكل الامور رمز الاخوه
1,الموضوع ما اله علاقه بالتخلف بس لما تكون الاضرار اكثر من الفائده بلا منه ا?هم من هيك انه المفاعل بحاجه لتبريد دائم للاسف وين المي يلي عنا؟؟؟؟
2,المومين الى بعضهم كالبناء الزى يشد بعضه البعض
2,النظافه من الايمان
1,النقاش العقلاني ينتهي يانك تقنع الشخص يا انك تقتنع اذا ما انتهى النقاش كذا واللي قدامك مصدي الحل الثالث تتفل بوجهه و بكذا يكون انتهى النقاش
2,النيه دايما بتكون موجوده وربنا المعين
1,الواحد عايش وسط قرف
1,الوحيد الذي لايتركني ولو لحظه
2,الوفاء اصبح شئ نادر يكاد يكون معدوم
2,الوفاء في غير قلبك ما لقيت
1,الى ابن بشار الاسد كس اخت ابوك
1,الى اعتصام مفتوح ميدان تحرير للتخلص من قوى الفساد الافساد
1,الى جهنم وبئس المصير
